3
1
1
2
8
4
4
6
16
20
9
19
20
38
23
19
28
32
21
23
15
18
27
28
33
33
23
17
15
20
22
21
19
10
3
4
5
11
8
4
4
0
0
0
7
3
5
1
1
6
3
5
2
2
2
0
0
1
1
5
0
1
4
1
1
7
2
1
0
0
1
1
2
4
7
4
3
3
3
1
3
6
1
1
1
1
0
1
1
1
0
0
5
3
5
2
2
3
0
4
5
3
2
0
2
1
2
4
3
2
2
2
2
9
20
10
6
5
1
2
5
4
8
7
1
2
1
8
5
9
7
1
3
2
9
12
11
19
9
7
20
18
11
15
15
7
5
22
28
21
